prestador_codigo,prestador_nome,_provider_ranking_id,especialidade,avg_cost_before,avg_cost_after,amount_of_contact,contact_score,rank_position,patient_by_month,claim_per_capita,average_paid_by_month,rate_atendimento_domiciliar,rate_terapias,rate_pronto_socorro,rate_exames_ambulatoriais,rate_consulta,rate_internacao,_provider_id,no_fantasia,no_razao_social,no_municipio,co_sigla_estado,no_bairro,co_cep,no_logradouro,nu_endereco,no_complemento,nu_telefone,no_email,tipo_estabelecimento
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,05e809c7ea0f3820e147c6a452b05fc9,MÉDICO CIRURGIÃO GERAL,43745.07,9746.53,120,4.488,1,21.12,6335.14,121127.85679999995,,0.006,,,,0.994,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
06934816765,DENISE TANOS BARROS,777bcf119cf98eed5e533cb9c5a68809,MÉDICO CLÍNICO,6809.99,87.87,127,77.501,1,18.13,135.39,2369.26875,,,,,1,,58d6e20e2ccb57ddfb90ee5cb3195100,DENISE TANOS BARROS,DENISE TANOS BARROS,MACAE,RJ,CENTRO,27910000,RUA TEIXEIRA DE GOUVEIA,444,SOBRADO,22 27624079,"",CONSULTORIO ISOLADO
60840055009511,FLEURY SA A MEDICINA DIAGNOSTICA,72a977547b6b90e9012361ea72ae874f,MÉDICO CLÍNICO,13999.83,211.83,173,66.09,2,55.44,519.5,16304.240384615381,,,,1,,,6644062b40ad9990e3b3989106d47d55,A MEDICINA DIAGNOSTICA,FLEURY S A,RECIFE,PE,BOA VISTA,50070225,AV LINS PETIT,298,SAL 1,813416-2928,ASSUNTOSREGULATORIO@GRUPOFLEURY.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
52522903772,LAURO CUNHA CAVOUR PEREIRA DE ALMEIDA,01a1a68592f5484d2e7cb15da3855b12,MÉDICO CLÍNICO,10060.74,163.26,104,61.624,3,12.97,122.72,1980.3090909090909,,,,,1,,5f7423f6a2dd8a6879cf7a7f37c8c75f,DR LAURO CAVOUR,LAURO CUNHA CAVOUR PEREIRA DE ALMEIDA,MACAE,RJ,CENTRO,27910100,RUA VELHO CAMPOS,279,SL 104,"","",CONSULTORIO ISOLADO
29272911000150,RIO GASTRO CLINICA SOCIEDADE CIVIL LTDA,2ed5c88f959029f2370e2495052562c7,MÉDICO CLÍNICO,13087.85,221.47,146,59.095,4,35.08,173.6,4426.8000000000011,,,,,1,,db31e400f8aad8ba46b36670a24a0415,RIO GASTRO CLINICA BOTAFOGO,RIO GASTRO CLINICA LTDA,RIO DE JANEIRO,RJ,BOTAFOGO,22270010,RUA VOLUNTARIOS DA PATRIA,190,S 723 724 725 E 712,"","",CONSULTORIO ISOLADO
17004239000132,CLINICA DE OLHOS MARCO REY LTDA,e8a958aca6c5dd80604f059425a5c442,MÉDICO CLÍNICO,4257.99,91.77,287,46.398,5,60.08,109.86,5488.1209090909042,,,,,1,,bef030e2fa7d8feb0d03c4a71cf786d2,CLINICA DE OLHOS MARCO REY LTDA,CLINICA DE OLHOS MARCO REY LTDA,NATAL,RN,TIROL,59020265,AFONSO PENA,1212,"",84 30262020,faturamento@iomr.com.br,CLINICA/CENTRO DE ESPECIALIDADE
61486650088412,DIAGNOSTICOS DA AMERICA SA CERPE,46c6e21a70759444093e87c8738ec9d0,MÉDICO CLÍNICO,17260.91,390.73,178,44.176,6,8.2,217.23,2486.0755555555547,,,,1,,,d475cc783f5d635eb09b21826130c226,DIAGNOSTICOS DA AMERICA S A,DIAGNOSTICOS DA AMERICA S A,RECIFE,PE,BOA VIAGEM,51210001,AV MARECHAL MASCARENHAS DE MORAES,5855,"",81 34189900,"",CLINICA/CENTRO DE ESPECIALIDADE
02863105701,ADRIANA LUCAS CARNEIRO DRUMMOND,66ed183afe4f2b2bc95c194bdef605ff,MÉDICO CLÍNICO,7809.74,178.63,128,43.72,7,23.74,134.55,2722.9666666666672,,0.007,,0.004,0.989,,df69d92926dca62343192ad8da508ede,ADRIANA LUCAS CARNEIRO DRUMMOND TIJUCA,ADRIANA LUCAS CARNEIRO DRUMMOND,RIO DE JANEIRO,RJ,TIJUCA,20270004,RUA MARIZ E BARROS,1001,SALA 504,(21) 2567-6317,"",CONSULTORIO ISOLADO
02863105701,ADRIANA LUCAS CARNEIRO DRUMMOND,66ed183afe4f2b2bc95c194bdef605ff,MÉDICO CLÍNICO,7809.74,178.63,128,43.72,7,23.74,134.55,2722.9666666666672,,0.007,,0.004,0.989,,df69d92926dca62343192ad8da508ede,ADRIANA LUCAS CARNEIRO DRUMMOND,ADRIANA LUCAS CARNEIRO DRUMMOND,RIO DE JANEIRO,RJ,BARRA DA TIJUCA,22793081,AVENIDA DAS AMERICAS,7899,BLOCO 2 SALA 306,(21) 2567-6317,"",CONSULTORIO ISOLADO
53082370691,CARLOS WILSON VASCONCELOS MENEZES,f4b1d0ee9c834d818dc1f7dc05db7e33,MÉDICO CLÍNICO,6940.06,169.08,103,41.046,8,8.46,213.52,4968.3969230769226,,,,0.002,0.866,,37c238bac44f87e82d571d58778702e4,CARLOS WILSON VASCONCELOS MENEZES,CARLOS WILSON VASCONCELOS MENEZES,MACAE,RJ,CENTRO,27910020,RUA VISCONDE DE QUISSAMA,684,SALA 101,22 2762 0286,"",CONSULTORIO ISOLADO
09583198000158,CAD-CLINICA DO APARELHO DIGESTIVO LTDA,165a6f081586ddc762f0e6b80d3150cd,MÉDICO CLÍNICO,12845.12,332.34,213,38.651,9,52.25,174.1,5534.9583333333339,,,,,1,,b6edc2e10ae1a8418f06444f6bffb921,CAD CLINICA DO APARELHO DIGESTIVO,CAD CLINICA DO APARELHO DIGESTIVO,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28035582,AV ALBERTO TORRES,238,A,(22) 27224054,"",HOSPITAL/DIA - ISOLADO
04407641000116,CLIGED MACAE CLINICA DE ENDOSCOPIA LTDA.,c7552cd14d94a39715c1b9cec00e7260,MÉDICO CLÍNICO,8921.17,235.17,206,37.935,10,61.58,218.36,7082.347826086956,,,,,1,,65f65f20148cd865378911a4b2fb0224,CLIGED,CLIGED MACAE CLINICA DE ENDOSCOPIA LTDA,MACAE,RJ,CENTRO,27910190,RUA ALFREDO BACKER,252,"",(22) 2762-4800,cliged@mceviacabo.com.br,CLINICA/CENTRO DE ESPECIALIDADE
40514432000135,INSTITUTO DE OLHOS FREITAS LTDA,4dada22bb5731955685445c73e6c063a,MÉDICO CLÍNICO,9093.3,240.63,269,37.79,11,71.96,138.93,7072.6181818181749,,,,,1,,c6ef0ac383f6b16627119c2aaaf17c6e,INSTITUTO DE OLHOS FREITAS,INSTITUTO DE OLHOS LTDA,SALVADOR,BA,CAMINHO DAS ARVORES,41820021,TANCREDO NEVES,1963,LJ 1963,71 35053612,rc@controllcontabil.com.br,HOSPITAL/DIA - ISOLADO
05067977671,NANASHARA DIANE VALGAS SILVA AZEVEDO,1b90655b3756a66cf696145037081399,MÉDICO CLÍNICO,4094.78,114.31,172,35.822,12,18.8,141.47,2577.2426086956525,,0.002,,,0.998,,86f2d2652994659acd534fb7525d57a5,NANASHARA DIANE VALGAS DA SILVA,NANASHARA DIANE VALGAS DA SILVA,MACAE,RJ,IMBETIBA,27910000,AVENIDA ELIAS AGOSTINHO,340,SALA 811,"",DRANANASHARAVALGAS@YAHOO.COM.BR,CONSULTORIO ISOLADO
03866223000124,MEDRADIUS - CLINICA DE MEDICINA NUCLEAR E,b583620f23aad874548aecbca6608bbe,MÉDICO CLÍNICO,7373.63,210.36,106,35.052,13,25.38,628.2,12991.086000000003,,,,0.86,0.14,,8abb2f48b46b1c6a613d101795855c61,MEDRADIUS,CLINICA DE MEDICINA NUCLEAR E RADIOLOGICA MACEIO SS LTDA,MACEIO,AL,GRUTA,57080000,R HUGO CORREIA PAES,104,"",(82)40090061,helena.silva@medradius.com.br,
35917970000726,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO ME,48a0a41caf9d82fb96c63ac058f83b6d,MÉDICO CLÍNICO,5103.97,146.96,134,34.73,14,53.15,598.33,15947.736153846154,,,0.108,0.855,,0.037,4ca234456e18eb72152814adffa45957,HOSPITAL UNIMED,UNIMED VOLTA REDONDA COOP TRAB MEDICO,VOLTA REDONDA,RJ,JARDIM BELVEDERE,27258000,RODOVIA DOS METALURGICOS,2490,"",24-21027000,vitorio.puntel@unimedvr.com.br,
30072821000102,CLINLUIZ PIRES DE MELLO,e1889a8a8d0773a1c4e699e7431d0c01,MÉDICO CLÍNICO,5225.94,152.71,132,34.221,15,39.72,164.95,4984.3147826086961,,0.002,0.598,,0.4,,e273503dd3a0bc726d572d850da6fb0f,CLINICA LUIZ PIRES DE MELLO MATRIZ,CLINICA LUIZ PIRES DE MELLO LTDA,NITEROI,RJ,FONSECA,24120160,GONCALVES LEDO,26,"",021 6250293,luizpiresdemello@gmail.com,
76847934700,MARCIA DE MATOS SILVA,80e891ff4201d4786f1919cd308d6c99,MÉDICO CLÍNICO,16112.5,473.68,130,34.016,16,29.67,172.19,3506.4077272727268,,0.077,,0.018,0.905,,58eb3884bca0921a1606e9f762ac7eea,MMS ILHA,MARCIA DE MATOS SILVA,RIO DE JANEIRO,RJ,PORTUGUESA,21931370,RUA REPUBLICA ARABE DA SIRIA,451,SALA 303,2133933599,matomarcia@gmail.com,CONSULTORIO ISOLADO
76847934700,MARCIA DE MATOS SILVA,80e891ff4201d4786f1919cd308d6c99,MÉDICO CLÍNICO,16112.5,473.68,130,34.016,16,29.67,172.19,3506.4077272727268,,0.077,,0.018,0.905,,58eb3884bca0921a1606e9f762ac7eea,MMS BOTAFOGO,MARCIA DE MATOS SILVA,RIO DE JANEIRO,RJ,BOTAFOGO,22281034,RUA REAL GRANDEZA,108,SALA 326,2122664821,matomarcia@gmail.com,CONSULTORIO ISOLADO
07122361000150,GASTROCENTRO-CENTRO DE ENDOSC DIGESTICA LTDA-EPP,74ace55ebcf55c0155054fa5868561b4,MÉDICO CLÍNICO,7404.71,219.38,138,33.753,17,34,146.91,3525.8069565217388,,,,,1,,067f02ebf80ec3e6a5d3e6459b8caf47,GASTROCENTRO,GASTROCENTRO CENTRO DE ENDOSCOPIA DIGESTIVA EIRELI,LAURO DE FREITAS,BA,PITANGUEIRAS,42701340,PELICANO,341,QUADRA4,71 33796699,adm@gastrocentro.net,HOSPITAL/DIA - ISOLADO
07329034754,SAVIO BARBOSA RAPOSO,73ae97573672abac9440ace8da0175fe,MÉDICO CLÍNICO,5610.53,172.29,134,32.564,18,28.56,173.82,3385.6595652173914,,0.025,,,0.975,,e82c47e9f8c2382ba2140667c90272bf,SAVIO BARBOSA RAPOSO,SAVIO BARBOSA RAPOSO,MACAE,RJ,IMBETIBA,27913190,RUA DOUTOR BUENO,155,CASA,2227620821,savioraposo@bol.com.br,CONSULTORIO ISOLADO
63029006620,GLAUCO MIRANDA DE LACERDA,5d65d248e22342b7c116675e030457e0,MÉDICO CLÍNICO,3379.27,104.43,107,32.359,19,21.04,133.37,2364.7115384615386,,,,,0.895,,0e09b3e4387e5edf25c258225921e9f1,GLAUCO MIRANDA DE LACERDA,GLAUCO MIRANDA DE LACERDA,MACAE,RJ,CENTRO,27913300,RUA TEIXEIRA DE GOUVEIA,1536,"",(22) 2765-5417,"",CONSULTORIO ISOLADO
12857736000160,CENTRO DE DIAGNOSTICO BORIS BERENSTEIN S,b72f98d1dec5b18ee17ee1f3f02c5685,MÉDICO CLÍNICO,4105.02,128.57,115,31.928,20,23.71,361.04,7401.2881818181822,,,,1,,,952302b06abaeeb445a26c176ea06cde,BORIS BERENSTEIN,CENTRO DE DIAGNOSTICO BORIS BERENSTEIN S C LTDA,RECIFE,PE,DERBY,52010250,RUA DA BAIXA VERDE,409,"",(81)32161900,zelita.santos@boris.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
16457277000188,ULTRACLINICA LTDA-EPP,3ef1253f458a40cb4203e117ee529ac8,MÉDICO CLÍNICO,11493.49,368.14,144,31.22,21,35.42,200.59,6045.0099999999993,,,,1,,,6ca31b3d0552ee4b0f00bbcc50ec84ad,ULTRACLINICA,ULTRACLINICA LTDA,ARACAJU,SE,SAO JOSE,49015030,RUA MONSENHOR SILVEIRA,342,"",32143084 32140680,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13937875000166,INSTITUTO BAHIANO DE OTOR,77108bbf25910d0bed7b1401f09445ba,MÉDICO CLÍNICO,9437.54,302.47,125,31.202,22,34.85,144.38,3747.5421739130416,,0.005,,,0.995,,16d3013ec664e84b9dd0d6990b03ff7a,IBO,INSTITUTO BAIANO DE OTORRINOLARINGOLOGIA LTDA,SALVADOR,BA,CANELA,40110010,RUA MARECHAL FLORIANO,33,CASA,(71)3336-2722,"",CLINICA/CENTRO DE ESPECIALIDADE
07925189000172,CLINICAR,a27d1920af5ed0f240579b0ca2b4524b,MÉDICO CLÍNICO,15527.56,504.33,129,30.788,23,17.79,264.93,4604.8100000000013,,,,0.92,0.08,,58f7e1ea4392c53ff526de7af8dd2599,CLINICAR,CLINICA DO APARELHO RESPIRATORIO LTDA,MACAE,RJ,CENTRO,27910210,RUA VELHO CAMPOS,227,"","","",CLINICA/CENTRO DE ESPECIALIDADE
10964071754,PEROLA PERES F E CASTRO,ddb9ee0e23e276605c4c8f8467f2f840,MÉDICO CLÍNICO,3912.68,128.82,124,30.373,24,36.07,175.34,4405.4666666666672,,,,,1,,572fa9dc4e16361e22ca1a1c9a194c0d,PEROLA PERES DA FONSECA E CASTRO,PEROLA PERES DA FONSECA E CASTRO,MACAE,RJ,CAVALEIROS,27916040,RUA MAR DEL PLATA,96,COBERTURA,(22) 2762-3653,perolacastro@gmail.com,CONSULTORIO ISOLADO
09056966000115,ULTRACOR,76021e915fce843ddee8afd7ade33e7b,MÉDICO CLÍNICO,5523.22,182.51,367,30.263,25,90.79,735.6,55671.33681818183,,,,1,,,930a30a3987558f36b56ef1f5a131ae5,ULTRACOR,L A DIAGNOSTICOS SERVICOS MEDICOS LTDA,MACAE,RJ,CAVALEIROS,27920150,RUA ACAPULCO,47,"",(22) 2762-2627,unicentercontabilidade@yahoo.com.br,CLINICA/CENTRO DE ESPECIALIDADE
09398447000135,CLINICA PEDRO CAVALCANTI LTDA - EPP,bea9f89e7ef42fdf2454a79f3fad38b5,MÉDICO CLÍNICO,3962.73,132.83,561,29.833,26,196.84,147.79,17470.275833333322,,0,,0.032,0.967,,417ad09a61530ac76e747dbff7d1f034,CLINICA PEDRO CAVALCANTI,CLINICA PEDRO CAVALCANTI LTDA,NATAL,RN,TIROL,59020200,RODRIGUES ALVES,758,"","","",HOSPITAL/DIA - ISOLADO
42771949005609,Centro de Imagem Diagnosticos,3bca9d63400b03122edb080691c2fd9f,MÉDICO CLÍNICO,11389.26,383.8,1841,29.675,27,213.45,578.26,119583.90299999998,,,,1,,,c6250cdfbda8a24a1eb105eeb9647506,CENTRO DE IMAGEM DIAGNOSTICOS,CENTRO DE IMAGEM DIAGNOSTICOS S A,SALVADOR,BA,PARQUE BELA VISTA,40280000,ANTONIO CARLOS MAGALHAES,442,"",71 32708964,ueliton.leal@delfinmd.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
09631428000107,HOSPITAL DE ENDOSCOPIA DI,aa431b2ebf4f6cae6621aedb2d5416be,MÉDICO CLÍNICO,9533.63,326.89,218,29.165,28,35.54,128.36,3710.1799999999989,,,,,1,,3bf7f87744ee3ced9b436b14f34f221e,HOSPITAL DE ENDOSCOPIA RAMIRO MASCARENHAS,CPM CONSULTA E PROCEDIMENTO MEDICO LTDA,SALVADOR,BA,PITUBA,41830070,RUA PARA,221,"",(71) 3333-7070,"",HOSPITAL/DIA - ISOLADO
12748048000161,MULTIMAGEM ALAGOINHAS,f27e48d131a986a87b0e4a768dcacad3,MÉDICO CLÍNICO,16275.31,565.3,174,28.791,29,38.73,1562.34,49432.2932,,,,0.689,,,616cfb5e90a8fea4df9d08371af6ea31,MULTIMAGEM ALAGOINHAS,INSTITUTO DE DIAGNOSTICO POR IMAGEM DE ALAGOINHAS LTDA,ALAGOINHAS,BA,CENTRO,48005150,RUA ELVIRA DOREA,73,"",3182-0100,"",CLINICA/CENTRO DE ESPECIALIDADE
42771949005528,Centro de Imagem Diagnosticos S a,e345453802c05e489eba36fd2e52c48d,MÉDICO CLÍNICO,10442.67,386.22,874,27.038,30,147.63,565.74,70787.95875,,,,1,,,3cc37909d0c81dc0e514a3c99ef22680,CENTRO DE IMAGEM DIAGNOSTICOS S A,CENTRO DE IMAGEM DIAGNOSTICOS S A,LAURO DE FREITAS,BA,PITANGUEIRAS,42701330,RUA ARAPONGA,133,QD 03 LT 01,71 3289-6600,PARCERIAS@CLINICADELFIN.COM.BR,CLINICA/CENTRO DE ESPECIALIDADE
28673648000148,RENAUD SCAN DIAGNOSTICOS COMPUTADORIZADOS LTDA,b2c8c91b594996b37379bd14212d8a3a,MÉDICO CLÍNICO,15239.84,565.47,213,26.951,31,50.04,783.42,29556.41454545454,,,,1,,,a2ac36730226876cf684419bc2682fa2,RENAUD SCAN JACAREPAGUA,RENAUD SCAN DIAGNOSTICOS COMPUTADORIZADOS LTDA,RIO DE JANEIRO,RJ,JACAREPAGUA,22760400,AV GEREMARIO DANTAS,1079,"",(21) 2424-6111,antonio@cda.med.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
35615559500,SANDRA MARIA GUERRA DA ROCHA,603740155e503ed068e8b6af27067c7a,MÉDICO CLÍNICO,5478.76,205.27,134,26.691,32,30.17,144.14,4043.4857894736851,,0.097,,,0.903,,,,,,,,,,,,,,
35654631000109,CLINICA ORTOPEDICA DE NATAL LTDA - EPP,0a71fd5b1741ad1d3ce97ecde3eda7fd,MÉDICO CLÍNICO,5839.83,218.85,130,26.684,33,38.28,177.32,4610.3048148148137,,0.063,0.01,0.426,0.502,,e3d2853c6c7d513e976d20d06b3b964b,CLINICA DE FRATURAS,CLINICA ORTOPEDICA DE NATAL LTDA,NATAL,RN,LAGOA NOVA,59056500,ANTONIO BASILIO,3117,"",84 32051835,audicon_gerencia@hotmail.com,CLINICA/CENTRO DE ESPECIALIDADE
55053623000114,SAUDIMAGEM CUBATAO CENTRO MEDICO DIAGNOSTICO LTDA,8b400968ef62198b6ec902ca756e2cf8,MÉDICO CLÍNICO,4712.56,177.42,123,26.562,34,29.03,324.64,8521.8029166666638,,,,1,,,bc263a05617de5a9d3b618b3f9500512,SAUD IMAGEM,SAUD IMAGEM CUBATAO CENTRO MEDICO DIAGNOSTICO EIRELI,CUBATAO,SP,VILA NOVA,11520000,AVENIDA NOVE DE ABRIL,2950,TERREO,(13) 332022650,administracao@saudeimagem.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
14683538000152,SIM CLINICAS,fae981afc3dddf8b84e8f7a54132c6b7,MÉDICO CLÍNICO,24136.54,914.47,406,26.394,35,73.33,670.97,29438.71875,,,,0.904,0.096,,7c7c560acfa7f84599712ac6deca6052,SIM CLINICAS,CRC SERVICOS MEDICOS HOSPITALARES LTDA,SALVADOR,BA,LIBERDADE,40375016,ESTRADA DA LIBERDADE PROX CAIXA ECONOMICA,408,CASA,(71) 3327-8100,"",HOSPITAL/DIA - ISOLADO
01785188755,VLADIMYR AREAS PACHECO,3e6591428f453644c185e45745086f78,MÉDICO CLÍNICO,7703.38,298.23,183,25.83,36,46.33,425.07,10312.501739130432,,,,0.312,0.688,,85408e7fa1908b7de8f275bd9e328be9,VLADIMYR AREAS PACHECO,VLADIMYR AREAS PACHECO,MACAE,RJ,PRAIA CAMPISTA,27920360,AVENIDA NOSSA SENHORA DA GLORIA,1225,"",(22) 2793-0194,"",CONSULTORIO ISOLADO
29216090000134,LABORATORIO DOM BOSCO LTDA.,d6fcbaf59d445099c8c6a75c8a2e8a5a,MÉDICO CLÍNICO,4251.7,167.58,116,25.371,37,34.71,384.38,9849.8625,,,,1,,,84e566a1368e4376fa0d0672337f94c5,LABORATORIO DOM BOSCO,LABORATORIO DOM BOSCO LTDA,NITEROI,RJ,CENTRO,24020075,ERNANI DO AMARAL PEIXOTO,178,SALA 502 501 503,21 27199438,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
47249285734,ROBERTO PIRES PINTO,bb694543debcfea72747f8f1de31058f,MÉDICO CLÍNICO,3879.69,153.58,132,25.262,38,22,148.72,2622.7931818181823,,,,,1,,ecb33fbcca800786e7f49f8d34cd2845,ROBERTO PIRES PINTO,ROBERTO PIRES PINTO,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28035125,RUA ALVARENGA FILHO,114,SALA 201,(22) 27224877,"",CONSULTORIO ISOLADO
30493159000156,CLINICA WAJNBERG LTDA,0109dc2a64c582f737213ece7f0cbc42,MÉDICO CLÍNICO,6601.3,261.51,199,25.243,39,53.08,163.14,5830.594347826087,,0.001,0.12,,0.88,,b4b737f331bc154a3bafc37d381adf55,CIOM CENTRO INTEGRADO OFTALMO OTORRINO DO MEIER,CLINICA WAJNBERG LTDA,RIO DE JANEIRO,RJ,MEIER,20710010,HERMENGARDA,428,"",21 25012552,contato@ciom.com.br,HOSPITAL/DIA - ISOLADO
20119011700,CARLOS ALBERTO DE OLIVEIRA AZEVEDO,3af649397bbe2e4d89f89a9f4b4537ca,MÉDICO CLÍNICO,5748.36,230.82,130,24.904,40,24,158.07,2888.4081818181821,,0.059,,,0.941,,8fa08ec966f491cd48cebf47ad9bdcc5,CARLOS ALBERTO DE OLIVEIRA AZEVEDO,CARLOS ALBERTO DE OLIVEIRA AZEVEDO,MACAE,RJ,CENTRO,27910640,RUA CONDE DE ARARUAMA,440,"",(22) 2773-4225,"",CONSULTORIO ISOLADO
70047683000118,CENTRO GASTROENT DIGESTIVA NATAL,5f3ddf38250fd47d89fd10c8c5321c0d,MÉDICO CLÍNICO,5917.78,241.67,114,24.487,41,31.21,127.7,2884.8790909090908,,,,,1,,a93e9c395214b6945647d20bf399fdba,GASTROCENTRO,CENT DE GASTROENTEROLOGIA E ENDOSC DIGEST DE NATAL LTDA,NATAL,RN,TIROL,59020390,LAURENTINO DE MORAIS,1207,"",84 32115704,processo@jjcontabil.cnt.br,CLINICA/CENTRO DE ESPECIALIDADE
44425570715,WALTER ROCHA PEREIRA,20f3085bff018e28b1b5a00de80bc2a6,MÉDICO CLÍNICO,4526.15,185.53,196,24.396,42,38.75,126.02,4410.8045454545463,,,,,1,,c20332a7c63498846e9faa869b5e7e4e,WALTER ROCHA PEREIRA,WALTER ROCHA PEREIRA,MACAE,RJ,CENTRO,27910310,RUA SETE DE SETEMBRO,166,"",(22) 2762-7707,"",CONSULTORIO ISOLADO
01310159000175,SANTA MARIA GRUPO DE SAUDE LTDA - EPP,47040d78c17370b4a6aafa6f8769ff4b,MÉDICO CLÍNICO,17944.74,745.71,113,24.064,43,32.2,434.39,8237.9846428571436,,,,0.963,0.037,,86c5d010644570fa3f5f8ce9891520b2,CLINICA SANTA MARIA,SANTA MARIA GRUPO DE SAUDE LTDA,ALAGOINHAS,BA,CENTRO,48005130,RUA CONSELHEIRO COUTO,161,"",(75)4221590,"",
03824657000161,IMBETIBA CENTRO ORTOPEDICO LTDA,312bd9557329d03a6e0bff939dc263f6,MÉDICO CLÍNICO,4750.95,198.74,425,23.905,44,106.04,201.86,16617.12045454546,,0.006,,0.485,0.509,,2bc5aaa5b37e327ad3bf882e2a9cab4c,COT,IMBETIBA CENTRO ORTOPEDICO,RIO DAS OSTRAS,RJ,CENTRO,28893105,RUA ELBA DE PADUA LIMA,447,"",22 27642143,"",
15194004000125,HOSPITAL SANTO AMARO  SA,27daced425a4c323dd9af533fd6d6bba,MÉDICO CLÍNICO,68187.26,2854.05,164,23.891,45,30.92,633.36,12376.860833333336,,0.001,0.008,0.967,,0.025,c905e06591a27f4f937c8df6ea2dd57f,HOSPITAL SANTO AMARO,FUNDACAO JOSE SILVEIRA,SALVADOR,BA,FEDERACAO,40210320,RUA LADEIRA DO CAMPO SANTO,S/N,"",(71) 3504 5000,herbem.maia@fjs.org.br,
31380652000122,SEPTO SERVICO ESP EM PREV TRAT OTORRINO LTDA,f8f9b83847e1fdaac9bd9c27248616be,MÉDICO CLÍNICO,5364.64,224.98,401,23.845,46,106.07,154.34,13554.871304347827,,,0.274,,0.726,,6543179d033083e4851b2e342f29ebbb,SEPTO SERVICO ESPECIALIZADO EM PREVENCAO E TRATAMENTO OTORR,SEPTO SERV ESP DE PREV E TRA OTORRINOLARINGOLOGICO LTDA,RIO DE JANEIRO,RJ,TIJUCA,20520140,PADRE ELIAS GORAYEB,00040,"",21 22169900,legalizacao@asse.com.br,PRONTO SOCORRO ESPECIALIZADO
00718528006565,LABORATORIO SABIN DE ANALISES CLINICAS LTDA,5b7927242cb762d7c47a72b76d803463,MÉDICO CLÍNICO,4816.25,203.01,309,23.724,47,128.52,731.8,48094.1648,,,,1,,,7f627de21f3d2c5500d96aa9b036686e,LABORATORIO SABIN DE ANALISES CLINICAS VIEIRALVES,LABORATORIO SABIN DE ANALISES CLINICAS S A,MANAUS,AM,NOSSA SENHORA DAS GR,69053540,RIO ITANNANA,110,QUADRA67A,61 33298031,cidasilva@sabinonline.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
04201282716,ROSSY MOREIRA BASTOS JUNIOR,157d4cdea1edd45db818979283ef4e7b,MÉDICO CLÍNICO,3983.34,169.51,124,23.499,48,26.68,156.41,2991.2662500000006,,,,0.261,0.739,,a7866a7d9bd91cb5b0c4f72302825422,ROSSY MOREIRA BASTOS JUNIOR,ROSSY MOREIRA BASTOS JUNIOR,MACAE,RJ,IMBETITA,27913260,RUA DOUTOR LUIZ BELLEGARD,407,SALA 708,(22) 2772-1375,dr.rossymbastos@uol.com.br,CONSULTORIO ISOLADO
04201282716,ROSSY MOREIRA BASTOS JUNIOR,157d4cdea1edd45db818979283ef4e7b,MÉDICO CLÍNICO,3983.34,169.51,124,23.499,48,26.68,156.41,2991.2662500000006,,,,0.261,0.739,,a7866a7d9bd91cb5b0c4f72302825422,ROSSY MOREIRA BASTOS JUNIOR,ROSSY MOREIRA BASTOS JUNIOR,ITAPERUNA,RJ,NITEROI,28300000,RUA 1 DE MAIO,521,"","","",CONSULTORIO ISOLADO
23554568520,JOSE AUGUSTO DE LIMA,6a52b76883e5017d76c3205ef755a7b0,MÉDICO CLÍNICO,5718.6,243.9,153,23.446,49,40.63,132.29,4238.891304347826,,,,,1,,cd9fb84dc10035548c5b0faa4e9ff537,JOSE AUGUSTO DE LIMA,JOSE AUGUSTO DE LIMA,ARACAJU,SE,CENTRO,49010180,RUA ESTANCIA,277,"",3211- 5252,"",CONSULTORIO ISOLADO
07291841000144,MEDSCAN LAGOS,47bfced651da71c5e8934f155760ad61,MÉDICO CLÍNICO,15473.64,665.08,114,23.266,50,37.46,997,23537.965217391305,,,,1,,,58ec27911964eb76bf11ad8238affe8b,MEDSCANLAGOS,ILAGOS DIAGNOSTICOS POR IMAGEM LTDA,CABO FRIO,RJ,CENTRO,28907170,RUA RUI BARBOSA,50,"",2226446367,info@medscanlagos.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
